ImageName fx fy cx cy skew k1 k2 k3 p1 p2
_SAM1040.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1041.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1042.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1043.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1044.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1045.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1046.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1047.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1048.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1049.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1050.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1051.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1052.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1053.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1055.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1056.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1057.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1058.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1059.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1060.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1061.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1062.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1064.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1066.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1068.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1069.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1070.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1071.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1072.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1073.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1075.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1076.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1077.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1078.JPG 4986.062237 4986.062237 2752.524335 1816.705191 0.000000 -0.058711 0.084756 -0.023060 0.000000 0.000000
_SAM1079.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1080.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1081.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1082.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1083.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1084.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1085.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1086.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1087.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1088.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1089.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1090.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1091.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1092.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1093.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1094.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1095.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1096.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1097.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1098.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1099.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1100.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1101.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1102.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1103.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1104.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1105.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1106.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1107.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1108.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
_SAM1109.JPG 6399.803472 6399.803472 2720.006028 1835.670012 0.000000 -0.005738 -0.001658 -0.033743 0.000000 0.000000
